,company_name,description,href,full_complain
14,betnacional,"O aplicativo bugou a sair quanda sair voltei pediu a senha quando botei a senha disse qui a senha tava errada, tentei recuperar pe",nao-consigo-acessar-minha-conta_S97zYPx0bGopSzMK,"Prezados,A betnacional pode mandar todos os atendentes do chat embora, pois eles não servem para nada! Não sabem de nada e só respondem no famoso estilo ""copia e cola"". Amadorismo total no chat da betnacional! Lamentável!"
15,betnacional,"Bom dia!No jogo ceará CE v Atlético paranaense PR.Na seguinte da 27/08/2022,Fiz uma aposta , no Atlético paranae",erro-de-resultado_AelLdTDLZfbm4GZc,"O aplicativo bugou a sair quanda sair voltei pediu a senha quando botei a senha disse qui a senha tava errada, tentei recuperar pelo Email disse qui meu Email era inválido?"
16,betnacional,"ganhei essa aposta NS4898151718368205 e n creditaram meu dinheiro, toda vez eh isso",ganhei-uma-aposta-e-ate-agora-n-creditaram-meu-dinheiro_cL0EgljaNLD-PsPF,"Bom dia!No jogo ceará CE v Atlético paranaense PR.Na seguinte da 27/08/2022,Fiz uma aposta , no Atlético paranaense PR. Escanteio - Handicap asiático (+0.5) para o Atlético paranaense.Teve o escanteio. Mas computaram que não teve. E cancelaram a minha aposta."
17,betnacional,Porque não consigo acessar mas minha conta só dá usuário ou senha inválida? ,betnacional_fi_NtA52Ny4-HM6t,"ganhei essa aposta NS4898151718368205 e n creditaram meu dinheiro, toda vez eh isso"
18,betnacional,Depositei errado e não querem devolver meu dinheiro como faço pra resolver essa situação dinheiro é pra compromisso da minha conta,depositei-errado-e-nao-querem-fazer-o-estorno_wYtux5qhxp3uiGXV,Porque não consigo acessar mas minha conta só dá usuário ou senha inválida? 
19,betnacional,Boa tarde..acabei de fazer um pix no valor de 70 reias quando fui ver la o valor pra apostar nao tinha entrado no app da bet nacio,pix-nao-caiu-no-bet-nacionak_OxRY1q6A7JEnsaFq,Depositei errado e não querem devolver meu dinheiro como faço pra resolver essa situação dinheiro é pra compromisso da minha conta do Nubank pra minha conta da bet
20,betnacional,"Entrei em contato pelo suporte do chat solicitando a exclusão de meus dados em obediência a LGPD. Entretanto, o chat me direcionou",nao-consigo-solicitar-a-exclusao-de-meus-dados_brjO3okrA0AG8IB4,Boa tarde..acabei de fazer um pix no valor de 70 reias quando fui ver la o valor pra apostar nao tinha entrado no app da bet nacional oque foi q ouve ??
21,betnacional,Bom dia!!Últimamente meus créditos somem da minha conta e as vezes eles voltam e as vezes nao.Hj já aconteceu novament,dinheiro-sumindo-da-conta_D9BPIUuiFjN8Hl9V,"Entrei em contato pelo suporte do chat solicitando a exclusão de meus dados em obediência a LGPD. Entretanto, o chat me direcionou para o e-mail lgpd@nsx.bet e, após 1 semana do e-mail enviado, nenhum retorno foi fornecido.Por favor, desejo apenas que meus dados sejam excluídos das bases de dados de vocês. Isso não é pedir muito!Obrigado!"
22,betnacional,"Fiz uma múltipla com 2 apostas onde ambas bateram no primeiro tempo, mas uma delas me deram red e eu perdi a aposta, como fica meu",pagamento_RQ5L4rIANl0Q1Hpi,"Bom dia!!Últimamente meus créditos somem da minha conta e as vezes eles voltam e as vezes nao.Hj já aconteceu novamente,já estou indignado com isso,já nao temos dinheiro e o pouco q temos depositamos p fazer umas apostas e o dinheiro some"
23,betnacional,O site não deixa eu fazer cadastro com o meu CPF e só é possível cadastrar com ele.,site-da-bet-nacional_cKtsn0soOVav10g2,"Fiz uma múltipla com 2 apostas onde ambas bateram no primeiro tempo, mas uma delas me deram red e eu perdi a aposta, como fica meu pagamento, se eu ganhei?"
24,betnacional,Olá boa tarde eu gostaria de pedir um configuração na minha conta por favor pra mim só está dando opção do resultado final do jogo,aposta_SZJR9Vz310DbY8fi,O site não deixa eu fazer cadastro com o meu CPF e só é possível cadastrar com ele.
25,betnacional,"Acabei de fazer uma aposta múltipla e tinha tres apostas ganhando e o valor do retorno estava em 0,44 centavos  entrei em contato ",eles-manipulam-as-apostas_-g7GRwa0ir4_bpZO,Olá boa tarde eu gostaria de pedir um configuração na minha conta por favor pra mim só está dando opção do resultado final do jogo da está dando o intervalo do primeiro tempo já ganhei várias aposta e da como pedida mim desculpa mais o suporte de vocês e péssimo eu tenho aposta eu já pedi várias vezes aqui lá no suporte me Farm que ir devolver o meu dinheiro das apostas que eu ganhei desse que o sistema está com problema agora eu não fico sem entender porque agente fazer o depósito pegar o dinheiro n tem problema eu só quero o que e meu não jogo mais na casa da bet nacional 
26,betnacional,"Eu fiz uma aposta,acertei a maiorias dos resultados e eles sumiram com a tecla de encerrar,era pouco dinheiro,mais era meu,eu ganh",sao-editado-pelo-reclame-aqui-e-usam-a-boa-fe-dos-clientespor-isso-estao-patrocinando-todo-mundo_c36XpMqgAdek3_Oe,"Acabei de fazer uma aposta múltipla e tinha tres apostas ganhando e o valor do retorno estava em 0,44 centavos  entrei em contato com eles , eles me deram uma desculpa esfarrapada, depois uma aposta começou a perder e eles não me deram o direito de encerrar a aposta ..por fim perdi a aposta e não pude encerrar e mesmo a adim o valor estava muito abaixo ..eles manipulam os jogos , as apostas , o coitado do apostador só perde , e eles estão enchendo o bolso deles de dinheiro ..quero o valor q seria o exato no momento q eu ia encerrar a aposta e eles não me deram esse direito, senão vou a mídia , as redes sociais , e procurar um bom advogado pra processar , não só eu mais já tem muita gente fazendo isso "
27,betnacional,"Boa tarde ,fiz11 apostas no sábado na betnacional  das 11 ganhei 8 com média de ganhos de 25 reais cada uma ,no final fiz as conta",aposta-nao-paga_DJ82tXkYEArAdRsL,"Eu fiz uma aposta,acertei a maiorias dos resultados e eles sumiram com a tecla de encerrar,era pouco dinheiro,mais era meu,eu ganhei,tiraram meu direito de encerram,já é a segunda vez,agora tenho provas,desses [Editado pelo Reclame Aqui]s."
28,betnacional,"fiz uma aposta hoje e ganhei, ainda nao creditaram meu dinheiro, ticket NS4898151297069574",ganhei-a-aposta-e-meu-dinheiro-nao-foi-creditado_cOxyPQu77ThNl11Y,"Boa tarde ,fiz11 apostas no sábado na betnacional  das 11 ganhei 8 com média de ganhos de 25 reais cada uma ,no final fiz as contas deu um total de 373 reais ,porém só me foram pagos 155 ,entrei em contato  pelo chat e eles me ignoram    não tenta resolver minha situação e não é a primeira vez que a empresa falha ,já aconteceu de me darem uma apostas com o número de cartão menor no site ,tipo na partida já tinha saído 7 e eles colocaram  6 no aplicativo  ,já estou cansado  disso  ,falta de respeito  com o cliente "
29,betnacional,Queria divulgar aqui que o site Betnacional simplesmente R-O-U-B-O-U R$300 da minha conta. Realizei uma aposta onde o resultado no,roubo-do-betnacional_N7Lm598cfJIQQJjY,"fiz uma aposta hoje e ganhei, ainda nao creditaram meu dinheiro, ticket NS4898151297069574"
30,betnacional,Nunca contestei nadaProvei no chat mostrando meus banco Quero fazer um saque não consigo absurdoPaolatrem id ,bloqueio-cpf_Yo6fe543Is4Kz62Z,"Queria divulgar aqui que o site Betnacional simplesmente R-O-U-B-O-U R$300 da minha conta. Realizei uma aposta onde o resultado no próprio site da Betnacional foi Fulham 1x0 Metro United. Apostei quando já estava esse placar (odds de 1.22) e o site alega agora que o placar do primeiro tempo foi Fulham 0x4 Metro United. No próprio site Betnacional consta o placar de 1x0 no 1 tempo (prova anexada à reclamação). A aposta foi dada como perdida (ou seja, R$300 subtraídos de maneira ILEGAL e ABSURDA). No próprio site da empresa o resultado foi 1x0. Se o site exibiu um jogo incorreto ou ainda com o placar desvirtuado do que de fato aconteceu, a aposta precisa ser ANULADA. Não posso ser R-O-U-B-A-D-O por um erro que o site cometeu. Cuidado!!! NÃO USEM o site Betnacional!"
31,betnacional,Na verdade a alguns dias o site vem apresentando instabilidade e ainda apostas que não foram nem se quer corridas aparecem como re,instabilidade_2-JHzbfIvi5XLHl0,Nunca contestei nadaProvei no chat mostrando meus banco Quero fazer um saque não consigo absurdoPaolatrem id Cpf 189 273.957_78 RESOLVA MEU PROBLEMA NAO FIZ NENHUMA CONSTESTACAO
32,betnacional,"esse Betnacional sempre no dia que tem bons jogos(20/08/2022), muitas opçoes de jogos, fica com problemas, não da para fazer apost",betnacional-vive-fora-do-ar_ypSt5FXmL0IuLsmb,"Na verdade a alguns dias o site vem apresentando instabilidade e ainda apostas que não foram nem se quer corridas aparecem como resolvidas, mas enfim hoje 20/08/2022 dia de alguns jogos importantes o site se quer está abrindo. Mas é isso, a gente tenta dar credibilidade aos programas nacionais mas abusam da confiança. Espero que melhore."
33,betnacional,Dia o tri querendo aposta mas não abri,amigo-porque-o-best-ta-fora-do-ar_9eeOPhgnKVzVl3Ov,"esse Betnacional sempre no dia que tem bons jogos(20/08/2022), muitas opçoes de jogos, fica com problemas, não da para fazer apostas, não da para acompanhar nada, uma merda!! no dia que tem jogos ruins fica uma beleza (ai que eles lucram mais)..fiz deposito,e to com a grana presa, perdi a opção de apostar em varios jogos.."
34,betnacional,Hoje fiz uma aposta e no meio do jogo o site ficou instavel. E me impediu totalmente de acompanhar a situação da aposta ou até mes,site-que-editado-pelo-reclame-aqui-nosso-dinheiro_csdiv3RHP2luSfbZ,Dia o tri querendo aposta mas não abri
35,betnacional,"Boa tarde , fiz uma aposta agora de manha antes da instabilidade e constou duas aposta no valor de 400 reais cada , estou tentando",aposta-duplicada_TEqJHRQauweZvXoa,Hoje fiz uma aposta e no meio do jogo o site ficou instavel. E me impediu totalmente de acompanhar a situação da aposta ou até mesmo de cancelar. Achei até  que por causa disso o mais correto seria eles devolverem o dinheiro da aposta . Esse aplicativo de apostas [Editado pelo Reclame Aqui] nosso dinheiro. Ele vive em instabilidade quando nossas apostas estão em jogo impedindo a gente de mudar o rumo de nossas apostas . cancelar apostas no meio dos jogos . Em fim
36,betnacional,"Venho aqui fazer uma reclamação a betnacional, fiz uma aposta  de 15 minutos no escanteio no jogo de hoje do bayer o escanteio sai",aposta_kwFvbX3hMReU_ABj,"Boa tarde , fiz uma aposta agora de manha antes da instabilidade e constou duas aposta no valor de 400 reais cada , estou tentando falar com alguem urgente e nso estou conseguindo , eu tinha 1427 e agora so consta 627"
37,betnacional,"Fiz uma aposta de 100 reais ontem e inclui 5 partidas distintas,  hoje durante a partida do Borussia Dortmund o sistema simplesmen",derruba-sistema-de-proposito_bc7JHj_W3g1qpUq0,"Venho aqui fazer uma reclamação a betnacional, fiz uma aposta  de 15 minutos no escanteio no jogo de hoje do bayer o escanteio saiu às 14 minutos e 49 segundos  nesse caso eu ganharia porém a plataforma deu como perdido ticket NS5763941386129497GOSTARIA DE SOLICITAR UM VIDEO DO EXATO MOMENTO DO ESCANTEIO."
38,betnacional,"Não sei se o problema é comigo ou oq,[Editado pelo Reclame Aqui] já estou de saco cheio em ter que ficar esperando a[Editado pelo Reclame Aqui] do sistema voltar ao normal.",problemas-no-site_b89nxO2tqQ21oQvh,"Fiz uma aposta de 100 reais ontem e inclui 5 partidas distintas,  hoje durante a partida do Borussia Dortmund o sistema simplesmente não abriu durante mais de 80 minutos da partida o que mostra um total descaso pois já estava 2x0 e eu queria encerrar a partida mas comi o app não estava funcionando não consegui, agora descobri que aos 47 do segundo tempo o werder virou e perdi minha aposta. Quero meus 100 de volta pois o aplicativo agiu de[Editado pelo Reclame Aqui] e não dá suporte, o apostador não tem nada haver com problemas no sistema do app, ele deve funcionar 100% o tempo todo. Espero meu reembolso se não irei até o Procon. "
39,betnacional,"Não consigo apostar, pois a Plataforma está com problema há muito tempo ",problemas-na-pltaforma_Q1s6HatCOP0y_h7E,"Não sei se o problema é comigo ou oq,[Editado pelo Reclame Aqui] já estou de saco cheio em ter que ficar esperando a[Editado pelo Reclame Aqui] do sistema voltar ao normal. Toda vez é isso ficar em manutenção e pra que? Já estão lucrando com as percas dos jogadores, ainda mais essa por favor né."
40,betnacional,Minha aposta sumiu tá aparecendo não tem aposta pendente ,minha-aposta-sumiu_ML1kC2mIhQHW_hRr,"Não consigo apostar, pois a Plataforma está com problema há muito tempo "
41,betnacional,A plataforma deixa pra fazer atualização na hora dos jogos não consigo acompanhar minhas apostas porque o site está com problemas ,jogos_uZ16ZPE6dOa_LBwR,Minha aposta sumiu tá aparecendo não tem aposta pendente 
42,betnacional,"Ontem eu ganhei 119 reias na bet nacional, ai eu  saquei 50 em torno de 23:20 por ai, ai quando foi 00:03 eu fui sacar mais 50 e e",saque_jGZtjRjRzcPJhLJb,A plataforma deixa pra fazer atualização na hora dos jogos não consigo acompanhar minhas apostas porque o site está com problemas bem na hora do jogo .
43,betnacional,"Venho aqui expressar minha indignação  com o descaso da betnacional, desde o dia 10/08/2022 Fiz um depósito de R$ 150 reais o valo",nao-devolve-o-dinheiro_P2Tx9s86XakyfJeI,"Ontem eu ganhei 119 reias na bet nacional, ai eu  saquei 50 em torno de 23:20 por ai, ai quando foi 00:03 eu fui sacar mais 50 e está até agora processando o pagamento e eu preciso bastante do dinheiro, queria uma ajuda pra recuperar os 50 reias que está em processando pagamento des de 00:03 e já são 11:35"
44,betnacional,"Estou tentando fazer meu cadastrou aparece precisa vincular seu CPF, porém meu CPF está atualizado e todo certo. Mais ",reclamacao_mzeYjkmHF5GY0ffP,"Venho aqui expressar minha indignação  com o descaso da betnacional, desde o dia 10/08/2022 Fiz um depósito de R$ 150 reais o valor não caiu na conta e nem estornou, desde o dia 11 já fiz inúmeros contatos via chat a orientação é só aguardar, 8 dias para devolver 150  e nada já até reclamei por aqui e nada, R$ 150 reais perdido."
45,betnacional,"Obrigada pela informação pós no dia q o Flamengo estava  jogando, fiz o jogo é não era pro dia 21 mas mesmo assim obrigada, eu ent",resolvido_Rvvj_1Yr4nkVConj,"Estou tentando fazer meu cadastrou aparece precisa vincular seu CPF, porém meu CPF está atualizado e todo certo. Mais não tenho suporte para fazer o cadastro. São péssimos com atendimento ao cliente.  Já tentei com vários CPFs pai, irmã, mãe, esposo e nenhum tá certo? Me poupe "
46,betnacional,"A Betnacional respondeu que houve um problema externo por isso cancelou é não pagou a apostas, todas foram canceladas é o dinheiro",contra-resposta-a-betnacional_9dIoO4Qqu1slj4uV,"Obrigada pela informação pós no dia q o Flamengo estava  jogando, fiz o jogo é não era pro dia 21 mas mesmo assim obrigada, eu entrei em contato com o suporte de vcs mas ninguém soube me explicar mas agradeço "
47,betnacional,"Já faz mais de mês que não faço login na minha conta, toda vez abre uma tela azul e diz "" falha ao entrar"". Somente com ",nao-consegui-mais-fazer-login-na-betnacional-usando-rede-wifi_8nwTM_riNi0DweEz,"A Betnacional respondeu que houve um problema externo por isso cancelou é não pagou a apostas, todas foram canceladas é o dinheiro da aposta devolvido, porém eu sou cliente da Betnacional não tenho nada haver com os problemas externo da empresa, se tivesse o mínimo de compromisso com o cliente teriam pago o valor apostado, realmente fica muito fácil p empresa dar esse tipo de desculpas é não pagar o valor ganho da aposta, como já tenho bastante materialidade p entrar com processo, infelizmente diante dessa resposta vamos nós ver nós tribunais, vcs não podem fazer o que quer, cancelem apostas perdidas? Duvido muito, mas serão processados, essa resposta mostrou o quanto vcs desconsideram os seus cliente, encontro marcado no tribunal."
48,betnacional,"Cuidado com a betnacional para vc ficar sem o seu dinheiro, minha história com a betnacional, fiz um depósito atravez   de terceir",levei-um-editado-pelo-reclame-aqui-da-betnacional_oGc8HcgVYU8UTEIA,"Já faz mais de mês que não faço login na minha conta, toda vez abre uma tela azul e diz "" falha ao entrar"". Somente com os dados móveis do meu smartphone que consigo entrar. Tem alguma coisa pra fazer?"
49,betnacional,"Já tem dois dias que estou tentando resolver, pós domingo teve jogo e eu apostei o time ganhou e até agora não reparam os valores ",aposta-ganha_NwaiJKNnfsYrDf42,"Cuidado com a betnacional para vc ficar sem o seu dinheiro, minha história com a betnacional, fiz um depósito atravez   de terceiro no dia 20/08/2022 As17:59 o valor estounou para a conta, no mesmo dia as 18:03 fiz o depósito  novamente aí que veio o problema  fui informado que eles tinha mudado a politica de deposito que nao aceitava mais deposito em nome de terceito, esse  valor não caiu na minha  conta e nem estornou para a conta que fez o depósito desde o dia 11/08/2022 estou em contato  com eles já falei com mais de 10 atendentes, todos faço o mesmo procedimento  envio comprovante ele falam para eu aguardar que até em 24 horas  vai devolver e já se passaram 6 dias e NADA, isso é revoltante com o descaso que somos tratado, mas enfim sei que perdi esse dinheiro R$ 150 mas é só para vcs ficarem esperto com essa empresa."
50,betnacional,Realizei um pix para conta da Betnacional e não foi creditadoEntrei em contato com o chatCom o atendente Gabriel e o m,creditos_CQujV54f-fXAu0XW,"Já tem dois dias que estou tentando resolver, pós domingo teve jogo e eu apostei o time ganhou e até agora não reparam os valores a mim , olha q foi pouse tivesse sido um valor maior nem sei poxa todos falam q é bom paga direitinho mas comigo de uma tempos pra cá e só derrota pós dão como aposta perdida ou aromaticamente some a aposta do nada "
51,betnacional,"No partida entre Nashville e Minnesota united saiu mais de 8 escanteio,e vcs deram não me pagaram,acho isso muita injustiça e tamb",na-partida-entre-nashville-e-mineosta-united_A5jcVXBC9eQw_Sq5,Realizei um pix para conta da Betnacional e não foi creditadoEntrei em contato com o chatCom o atendente Gabriel e o mesmo só informa que está verificado no sistema. E isso já tem 2 horas de relogio
52,betnacional,"Fiz um depósito via PIX no valor de 100,00$ no dia 13 de agosto de 2022 as 18:26 e o valor não foi colocado na minha conta da betn",pix-nao-caiu_wmFNuisFbUwcJK_F,"No partida entre Nashville e Minnesota united saiu mais de 8 escanteio,e vcs deram não me pagaram,acho isso muita injustiça e também faz 24 horas e não resolveram,desculpa mais e uma falta de respeito,compromisso e [Editado pelo Reclame Aqui] de dinheiro "
53,betnacional,Fiz uma aposta em mais de 1.5 E ouve 2 cartões.  O segundo cartão foi para o goleiro que estava no.banco porém ele faz parte,fiz-uma-posta-em-cartoes--porem-nao-me-pagou_-sRslXpvbuMlXazt,"Fiz um depósito via PIX no valor de 100,00$ no dia 13 de agosto de 2022 as 18:26 e o valor não foi colocado na minha conta da betnacional. Falo com o chat e eles não dão solução só manda aguardar, amanhã vou na agência do procon com toda conversa impressa e os comprovantes de transferência. Hoje é dia 14 de agosto de 2022"
54,betnacional,"Como disse não consigo acessar minha conta, fico entrando no site e coloco o email e senha e não consigo logar.Já redefini a",nao-consigo-entrar-na-bet_Jj8505uPhmIVcvcd,Fiz uma aposta em mais de 1.5 E ouve 2 cartões.  O segundo cartão foi para o goleiro que estava no.banco porém ele faz parte do time . Foi contabilizado no.jogo como 2 cartões porém o mercado não me pagou 
55,betnacional,"Não recomendo essa casa de aposta,  Coloquei 700.00 na casa ,fiz uma aposta dos 700.00 ,,,,ganhei 520.00 ,,fiquei com um tot",nao-cumpre-o-que-promete_KTMl1BsOPRAD5_m9,"Como disse não consigo acessar minha conta, fico entrando no site e coloco o email e senha e não consigo logar.Já redefini a senha várias vezes e mesmo assim dis senha ou email incorreto.Gostaria de ajuda para resolver esse problema por favor, desbloquem minha conta "
56,betnacional,"Depositei R$ 515 reais o dinheiro sumiu, demorou horas mais apareceu no depósito, fiquei com receio de apostar, então resolvi faze",aposta-feita-e-ganha-cancelada-pela-betnacional_wjzkZfxogAjFdE0a,"Não recomendo essa casa de aposta,  Coloquei 700.00 na casa ,fiz uma aposta dos 700.00 ,,,,ganhei 520.00 ,,fiquei com um total de 1,220.00.fui fazer o saque do meu dinheiro ,bloquearam a conta ,porque eu só poderia sacar os 520.00 o lucro o o que o suporte falou .então eles querem o dinheiro do apostador para trabalhar esses ...sem palavras para essa casa .resumindo ,para fazer o saque dos 700.00 tive que ameaçar e a polícia .Casa de aposta que eu recomendo é betano ou 365,,,,faço isso direto coloco mil si eu ganha 500.00 na mês hora posso fazer o saque de 1500.00.Não recomendo a betnacional ..são ums .  ..casa de aposta quebrada ..não recomendo ,,eles querem que o apostador coloque dinheiro para eles trabalhar com o dinheiro do apostador essa casa quebrada."
57,betnacional,Olá boa noite a casa de aposta bet nacional mandou no suporte uma mensagem pra.falando que o sistema deles está com problema que i,aposta-nao-recebi_kyvBsAx-EUQO4v8m,"Depositei R$ 515 reais o dinheiro sumiu, demorou horas mais apareceu no depósito, fiquei com receio de apostar, então resolvi fazer uma aposta de R$ 50 reais no jogo Grêmio x Atlético Go apostei em empate e ganhei, a Betnacional simplesmente cancelou minha aposta ganha devolvendo o dinheiro da aposta, entrei em contato com o chat a resposta dada foi que o dinheiro da aposta foi devolvido, será que se perdesse eles teriam a mesma atitude cancelar a aposta? Duvido muito, quando se perde dinheiro sai, quando se ganhar cancelam, não deram nenhuma solução só falaram que o dinheiro da aposta foi devolvido, funciona assim mesmo? Perdeu se lascou, ganhou devolve o dinheiro da aposta? Espero receber a minha aposta, cancei de perder dinheiro p essa empresa, não apostem pois se vc perder o dinheiro sai, se vc ganhar eles não pagam devolvem o dinheiro que vc apostou, não vale a pena se arriscar, vou deixar imail caso queiram resolver a questão, fabiobarrosorjrj@gmail.com"
58,betnacional,"Acabei de fazer um depósito de 3,00 no betnacional, não entrou, mas saiu da minha conta! O chat que eles tem eu falo mas ninguém r",fiz-um-deposito-no-betnacional-e-nao-entrou_ktOmxJ21aYOcuy2t,"Olá boa noite a casa de aposta bet nacional mandou no suporte uma mensagem pra.falando que o sistema deles está com problema que ir fazer o depósito das minhas a postas tem mais de uma semana,eu só não entendo que pra depositar pra eles funciona agora pra mim pagar o sistema está com problema na segunda feira vou tomar outras medidas estou despreocupada manda agente entra no suporte e nem funciona a falta de respeito com o consumidor e fora de sério "
59,betnacional,"Depositei 20 reais e até agora não caiu, sendo que depositei do meu próprio cpf titular",deposito-nao-caiu_AFKHS2J4rK7WEWu-,"Acabei de fazer um depósito de 3,00 no betnacional, não entrou, mas saiu da minha conta! O chat que eles tem eu falo mas ninguém responde! Um absurdo! Quero o estorno do meu dinheiro! Ainda bem que só fiz 3,00, porque se tivesse feito um valor maior o prejuízo seria desastroso! Só quero que me devolvam o meu dinheiro! E antes que eles aleguem que o meu CPF tem que ser o mesmo na conta e no cadastro, sim ele é o mesmo da conta do banco e do cadastro!"
60,betnacional,"Fiz um pix cópia e cola na betnacional e não caiu como de costume na mesma hora , descontou normalmente da minha conta e até agora",fiz-um-pix-e-nao-caiu_PB53aM9M3Hqezkb0,"Depositei 20 reais e até agora não caiu, sendo que depositei do meu próprio cpf titular"
61,betnacional,"Acabei de fazer um pix no valor de 15,00 porém não caiu na minha conta da bet nacional, gostaria de saber o motivo eu tenho o comp",pagamento-por-pix_bmrHwGUDI2RN--0A,"Fiz um pix cópia e cola na betnacional e não caiu como de costume na mesma hora , descontou normalmente da minha conta e até agora nada  "
62,betnacional,MEU DEPÓSITO DE 2.000$ FEITO HÁ 20 MINUTOS NAO FOI CREDITADO. CHAT NINGUÉM RESPONDE! COMPROVANTE EM ,deposito-nao-creditado_bq_56P_PWrev6fw6,"Acabei de fazer um pix no valor de 15,00 porém não caiu na minha conta da bet nacional, gostaria de saber o motivo eu tenho o comprovante do valor que transferir "
